tweet_id,retweet_count,favorite_count
835309094223372289,22733,0
835297930240217089,3235,17317
835264098648616962,1842,8175
835246439529840640,78,2205
835172783151792128,6215,27594
835152434251116546,3261,23703
834931633769889797,1789,11444
834786237630337024,5925,22332
834574053763584002,2744,14466
834477809192075265,11556,0
834458053273591808,1813,10168
834209720923721728,5185,21774
834167344700198914,3934,16653
834089966724603904,2302,10611
834086379323871233,2404,13803
833863086058651648,2605,14167
833826103416520705,3728,16216
833732339549220864,234,0
833722901757046785,3478,21871
833479644947025920,2243,15707
833124694597443584,5249,21347
832998151111966721,2404,14060
832769181346996225,40,0
832757312314028032,3935,17793
832682457690300417,3187,12560
832645525019123713,563,3089
832636094638288896,3036,16783
832397543355072512,2414,12641
832369877331693569,3460,18145
832273440279240704,2529,11965
832215909146226688,6718,0
832215726631055365,10180,0
832088576586297345,2,70
832040443403784192,10559,0
832032802820481025,5049,18866
831939777352105988,6664,25404
831926988323639298,35,361
831911600680497154,7076,29273
831670449226514432,1971,11060
831650051525054464,2109,7603
831552930092285952,2489,9538
831322785565769729,1662,9733
831315979191906304,1213,6903
831309418084069378,2653,12419
831262627380748289,2230,12614
830956169170665475,1626,8450
830583320585068544,18312,70928
830173239259324417,6205,0
830097400375152640,3272,10415
829878982036299777,5457,0
829861396166877184,2130,12965
829501995190984704,11556,33686
829449946868879360,2205,11098
829374341691346946,10151,36725
829141528400556032,8074,26008
829011960981237760,17655,56237
828801551087042563,3704,0
828770345708580865,6401,27137
828708714936930305,12238,38870
828650029636317184,1469,10090
828409743546925057,1253,6678
828408677031882754,1400,8120
828381636999917570,2423,13403
828376505180889089,1158,7841
828372645993398273,3204,13299
828361771580813312,184,2328
828046555563323392,3120,12493
828011680017821696,2342,11008
827933404142436356,5699,21398
827653905312006145,3280,16390
827600520311402496,1034,7865
827324948884643840,3344,16881
827199976799354881,2449,11244
826958653328592898,5457,22926
826848821049180160,11156,38786
826615380357632002,4309,0
826598799820865537,277,5436
826598365270007810,2561,10714
826476773533745153,4580,19591
826240494070030336,2822,14113
826204788643753985,1018,5188
826115272272650244,3425,16681
825876512159186944,2042,11129
825829644528148480,2717,13558
825535076884762624,18783,55390
825147591692263424,4999,19485
825120256414846976,1404,0
825026590719483904,1404,6757
824796380199809024,6005,0
824775126675836928,3854,15932
824663926340194305,1898,10722
824325613288833024,11353,12542
824297048279236611,4229,16031
824025158776213504,646,5085
823939628516474880,2966,11352
823719002937630720,12289,0
823699002998870016,2648,13406
823581115634085888,2894,13900
823333489516937216,29,743
823322678127919110,4396,16770
823269594223824897,10787,0
822975315408461824,3766,18434
822872901745569793,48021,141101
822859134160621569,2496,14092
822647212903690241,7040,0
822610361945911296,3242,15746
822489057087389700,7040,19358
822462944365645825,16069,30401
822244816520155136,10787,37374
822163064745328640,5267,0
821886076407029760,2567,12127
821813639212650496,3659,0
821765923262631936,1824,8998
821522889702862852,1937,8565
821421320206483457,6137,0
821407182352777218,4771,12575
821153421864615936,10,271
821149554670182400,2207,9316
821107785811234820,2334,10245
821044531881721856,2511,13528
820837357901512704,7341,0
820749716845686786,10885,33695
820690176645140481,3542,13034
820494788566847489,623,0
820446719150292993,2836,0
820314633777061888,623,3564
820078625395449857,6893,21186
820013781606658049,1302,0
819952236453363712,1302,5684
819924195358416896,5313,13752
819711362133872643,3446,14392
819588359383371776,2159,10223
819347104292290561,1325,7724
819238181065359361,444,2441
819227688460238848,7341,24687
819015337530290176,40269,0
819015331746349057,20755,0
819006400881917954,20755,48261
819004803107983360,40269,92383
818646164899774465,22918,0
818627210458333184,8178,23743
818614493328580609,2839,10553
818588835076603904,6745,0
818536468981415936,2724,11672
818307523543449600,8931,0
818259473185828864,2518,11803
818145370475810820,2857,13154
817908911860748288,866,5185
817827839487737858,29828,55507
817777686764523521,2938,11458
817536400337801217,3337,12631
817502432452313088,3723,0
817423860136083457,16451,36651
817415592588222464,1060,6017
817181837579653120,9352,0
817171292965273600,2211,9339
817120970343411712,2883,13030
817056546584727552,1818,9182
816829038950027264,5191,0
816816676327063552,2239,10706
816697700272001025,2433,10507
816450570814898180,8931,32760
816336735214911488,2151,9213
816091915477250048,2370,9571
816062466425819140,1146,0
816014286006976512,5846,0
815990720817401858,1146,5359
815966073409433600,9352,24050
815745968457060357,4553,0
815736392542261248,2503,10545
815639385530101762,1812,8814
815390420867969024,4192,11101
814986499976527872,1424,8186
814638523311648768,2982,12095
814578408554463233,6396,0
814530161257443328,2041,9293
814153002265309185,9574,30841
813944609378369540,3526,0
813910438903693312,2073,9974
813812741911748608,15430,38974
813800681631023104,1936,8962
813217897535406080,8040,20053
813202720496779264,1979,9857
813187593374461952,4810,21287
813172488309972993,2109,10021
813157409116065792,2445,8325
813142292504645637,2598,9038
813130366689148928,488,4793
813127251579564032,3448,12734
813112105746448384,3037,11093
813096984823349248,3974,11296
813081950185472002,3052,10605
813066809284972545,2146,8550
813051746834595840,8083,22510
812781120811126785,2105,8137
812747805718642688,7645,0
812709060537683968,1572,7120
812503143955202048,1350,6530
812466873996607488,2121,8589
812372279581671427,4039,14718
811985624773361665,1546,7797
811744202451197953,1778,8112
811647686436880384,820,5998
811627233043480576,3455,13755
811386762094317568,7054,22456
810984652412424192,1581,5729
810896069567610880,1973,9726
810657578271330305,2917,11781
810284430598270976,12593,38101
810254108431155201,3704,15786
809920764300447744,4309,16645
809808892968534016,5412,0
809448704142938112,1620,7447
809220051211603969,6205,21434
809084759137812480,3867,14208
808838249661788160,3359,10855
808733504066486276,2391,8505
808501579447930884,2873,12134
808344865868283904,22918,45711
808134635716833280,6573,0
808106460588765185,2423,9370
808001312164028416,3902,13527
807621403335917568,4067,15661
807106840509214720,61365,127730
807059379405148160,8098,0
807010152071229440,4224,14014
806629075125202948,38504,80814
806620845233815552,6099,0
806576416489959424,2121,5209
806542213899489280,2615,10990
806242860592926720,12918,0
806219024703037440,1319,6910
805958939288408065,5943,0
805932879469572096,2111,8895
805826884734976000,2022,7084
805823200554876929,8890,0
805520635690676224,1820,6169
805487436403003392,2799,9429
805207613751304193,1885,8391
804738756058218496,4255,14787
804475857670639616,2220,6614
804413760345620481,3560,0
804026241225523202,17924,48024
803773340896923648,3059,10814
803692223237865472,8204,0
803638050916102144,4573,11821
803380650405482500,2054,8346
803321560782307329,5878,0
803276597545603072,2732,10788
802952499103731712,2220,9721
802624713319034886,3238,0
802600418706604034,1626,7662
802572683846291456,2766,9621
802323869084381190,6458,17498
802265048156610565,1507,7110
802239329049477120,2878,9783
802185808107208704,294,0
801958328846974976,1886,8315
801854953262350336,259,1893
801538201127157760,2275,8831
801285448605831168,919,6527
801167903437357056,6573,26389
801127390143516673,4393,0
801115127852503040,2313,8712
800859414831898624,107,743
800855607700029440,1804,0
800751577355128832,3070,11303
800513324630806528,3327,14144
800459316964663297,2392,10192
800443802682937345,4772,0
800388270626521089,3102,12014
800188575492947969,4355,0
800141422401830912,2836,16485
800018252395122689,14571,30578
799774291445383169,5185,0
799757965289017345,2393,9061
799422933579902976,2118,8664
799308762079035393,6123,0
799297110730567681,3066,10683
799063482566066176,2726,8730
798933969379225600,4956,14187
798925684722855936,1590,8007
798705661114773508,7305,0
798701998996647937,8635,0
798697898615730177,7198,0
798694562394996736,5486,0
798686750113755136,2574,0
798682547630837760,5225,0
798673117451325440,6136,0
798665375516884993,4302,0
798644042770751489,2047,0
798628517273620480,2174,0
798585098161549313,6309,0
798576900688019456,6489,0
798340744599797760,3719,0
798209839306514432,2831,11190
797971864723324932,3472,12561
797545162159308800,5374,15624
797236660651966464,7338,21561
797165961484890113,29,248
796904159865868288,9835,0
796865951799083009,2106,8277
796759840936919040,3381,12793
796563435802726400,8076,0
796484825502875648,1949,8165
796387464403357696,4610,11862
796177847564038144,15834,0
796149749086875649,15834,34877
796125600683540480,1973,5319
796116448414461957,2680,9798
796080075804475393,2569,9118
796031486298386433,4078,11641
795464331001561088,26360,53712
795400264262053889,3170,10891
795076730285391872,6005,17500
794983741416415232,3729,0
794926597468000259,2557,11082
794355576146903043,11373,0
794332329137291264,2929,10316
794205286408003585,3658,9903
793962221541933056,5412,18143
793845145112371200,2077,9913
793614319594401792,3449,0
793601777308463104,1812,8597
793500921481273345,2636,11523
793286476301799424,10180,26542
793271401113350145,2619,9316
793256262322548741,9225,21535
793241302385262592,3626,11340
793226087023144960,3166,10612
793210959003287553,3114,9628
793195938047070209,6222,16456
793180763617361921,2201,7452
793165685325201412,3082,10132
793150605191548928,1888,6644
793135492858580992,2764,6966
793120401413079041,4328,13687
792913359805018113,4441,15450
792883833364439040,4729,12203
792773781206999040,1860,7916
792394556390137856,4743,14515
792050063153438720,1987,7737
791821351946420224,23249,0
791784077045166082,10658,0
791780927877898241,4203,0
791774931465953280,24537,48654
791672322847637504,3449,12669
791406955684368384,4553,14149
791312159183634433,2813,9465
791026214425268224,4554,0
790987426131050500,2363,10663
790946055508652032,5191,17897
790723298204217344,2562,0
790698755171364864,2105,8831
790581949425475584,7936,22279
790337589677002753,2063,8432
790277117346975746,3526,13507
790227638568808452,3949,0
789986466051088384,2562,9965
789960241177853952,4584,0
789903600034189313,4561,11206
789628658055020548,1970,8100
789599242079838210,2141,7295
789530877013393408,3729,12677
789314372632018944,2549,9264
789280767834746880,5468,0
789268448748703744,2849,9813
789137962068021249,3089,10451
788908386943430656,13683,29503
788765914992902144,11373,29539
788552643979468800,7952,0
788412144018661376,5858,16798
788178268662984705,2338,7795
788150585577050112,1439,6632
788070120937619456,3777,0
788039637453406209,1464,6616
787810552592695296,3368,9350
787717603741622272,3076,10997
787397959788929025,3130,11673
787322443945877504,1923,8392
787111942498508800,7403,0
786963064373534720,8824,28607
786729988674449408,2664,0
786709082849828864,6718,19564
786664955043049472,2831,11483
786595970293370880,3417,10121
786363235746385920,3871,11739
786286427768250368,3158,8583
786233965241827333,5267,16475
786051337297522688,169,1550
786036967502913536,7792,0
785927819176054784,3486,12222
785872687017132033,2017,7187
785639753186217984,2450,8401
785533386513321988,2214,9800
785515384317313025,1386,6548
785264754247995392,1804,7802
785170936622350336,5360,13022
784826020293709826,3560,10897
784517518371221505,2793,9653
784431430411685888,1414,6123
784183165795655680,8890,21619
784057939640352768,12289,32137
783839966405230592,11913,32285
783821107061198850,2163,7915
783695101801398276,3550,11230
783466772167098368,2481,9077
783391753726550016,6071,18127
783347506784731136,6169,0
783334639985389568,12918,31400
783085703974514689,2445,8749
782969140009107456,8098,25904
782747134529531904,1537,8024
782722598790725632,5943,18539
782598640137187329,2061,8349
782305867769217024,6137,17901
782021823840026624,6867,0
781955203444699136,3699,11932
781661882474196992,2980,11218
781655249211752448,1236,4297
781524693396357120,6099,22281
781308096455073793,2797,7652
781251288990355457,2311,9061
781163403222056960,3003,10484
780931614150983680,8076,23213
780858289093574656,2193,7724
780800785462489090,1428,5922
780601303617732608,3659,12965
780543529827336192,1907,6760
780496263422808064,4080,0
780476555013349377,128,0
780459368902959104,1175,5674
780192070812196864,2459,9343
780092040432480260,2526,0
780074436359819264,5496,13147
779834332596887552,7792,20378
779377524342161408,3420,9462
779124354206535695,20241,0
779123168116150273,3997,12662
779056095788752897,4966,15875
778990705243029504,7995,21502
778774459159379968,10946,0
778764940568104960,403,920
778748913645780993,1466,7404
778650543019483137,1639,6195
778624900596654080,1114,4995
778408200802557953,4776,14628
778396591732486144,13451,0
778383385161035776,1211,6252
778286810187399168,3634,11147
778039087836069888,2890,9092
778027034220126208,1780,7027
777953400541634568,3869,0
777885040357281792,1808,6814
777684233540206592,3238,12040
777641927919427584,4665,0
777621514455814149,2735,9404
777189768882946048,4754,15333
776819012571455488,15092,0
776813020089548800,1327,5227
776477788987613185,3077,9483
776249906839351296,10047,0
776218204058357768,17520,32144
776201521193218049,2766,10278
776113305656188928,4772,12586
776088319444877312,166,1967
775898661951791106,18018,0
775842724423557120,2939,12548
775733305207554048,4393,14816
775729183532220416,5009,13833
775364825476165632,3261,7963
775350846108426240,4284,10864
775085132600442880,5185,16639
774757898236878852,1939,9135
774639387460112384,1905,7192
774314403806253056,6123,23293
773985732834758656,4253,11496
773922284943896577,1897,6842
773704687002451968,1794,7069
773670353721753600,1419,5689
773547596996571136,6745,23608
773336787167145985,5574,0
773308824254029826,8180,24847
773247561583001600,3513,10076
773191612633579521,4500,10683
772877495989305348,4236,9174
772826264096874500,2545,8530
772615324260794368,3692,0
772581559778025472,1846,6923
772193107915964416,1512,6418
772152991789019136,1227,4042
772117678702071809,804,4009
772114945936949249,516,2898
772102971039580160,1011,4287
771908950375665664,2076,7034
771770456517009408,3719,12828
771500966810099713,2870,8844
771380798096281600,5574,11248
771171053431250945,8275,0
771136648247640064,3201,9822
771102124360998913,1567,6658
771014301343748096,1808,7345
771004394259247104,240,0
770787852854652928,1335,5305
770772759874076672,1544,5555
770655142660169732,1899,7821
770414278348247044,2252,6720
770293558247038976,1628,6664
770093767776997377,3318,0
770069151037685760,2517,8102
769940425801170949,10559,33615
769695466921623552,1813,6822
769335591808995329,8397,0
769212283578875904,1871,5759
768970937022709760,7144,15393
768909767477751808,2952,0
768855141948723200,970,4481
768609597686943744,1326,4394
768596291618299904,1392,5361
768554158521745409,6358,0
768473857036525572,3740,14550
768193404517830656,3869,11642
767884188863397888,1534,5071
767754930266464257,5878,17123
767500508068192258,2546,7996
767191397493538821,4157,13104
767122157629476866,3112,10804
766864461642756096,6178,0
766793450729734144,1481,5422
766714921925144576,422,2783
766693177336135680,862,4312
766423258543644672,1741,6430
766313316352462849,2054,7241
766078092750233600,2833,0
766069199026450432,943,4576
766008592277377025,537,3995
765719909049503744,2349,7729
765669560888528897,1329,5545
765395769549590528,3700,28151
765371061932261376,2351,7572
765222098633691136,3692,12393
764857477905154048,1930,6852
764259802650378240,1657,6458
763956972077010945,59,789
763837565564780549,4554,13466
763183847194451968,1607,5761
763167063695355904,3291,0
763103485927849985,2485,7847
762699858130116608,3949,12971
762471784394268675,7059,12027
762464539388485633,4584,11017
762316489655476224,1230,5134
762035686371364864,16988,34125
761976711479193600,2199,5758
761750502866649088,4297,0
761745352076779520,937,4533
761672994376806400,31618,52785
761599872357261312,1281,4399
761371037149827077,19539,0
761334018830917632,1581,5549
761292947749015552,1198,4758
761227390836215808,1695,5666
761004547850530816,3777,12039
760893934457552897,1059,4074
760656994973933572,2097,7042
760641137271070720,1405,5273
760539183865880579,3945,8066
760521673607086080,1520,4502
760290219849637889,12495,28546
760252756032651264,942,4194
760190180481531904,1971,6077
760153949710192640,34,0
759943073749200896,2276,6321
759923798737051648,6178,15629
759846353224826880,2155,7161
759793422261743616,2068,6345
759566828574212096,22987,0
759557299618865152,1272,5007
759447681597108224,2664,9034
759446261539934208,530,1778
759197388317847553,2115,6450
759159934323924993,1270,0
759099523532779520,4540,15481
759047813560868866,2191,6937
758854675097526272,971,3778
758828659922702336,4167,11896
758740312047005698,1745,6091
758474966123810816,1078,4068
758467244762497024,2423,5110
758405701903519748,2097,5530
758355060040593408,1181,3659
758099635764359168,10946,20433
758041019896193024,407,2878
757741869644341248,3541,7326
757729163776290825,8806,0
757725642876129280,1323,4831
757611664640446465,1213,4846
757597904299253760,317,0
757596066325864448,1150,4617
757400162377592832,7424,16109
757393109802180609,1899,6208
757354760399941633,1547,4802
756998049151549440,2158,6663
756939218950160384,2181,7074
756651752796094464,1428,5396
756526248105566208,3927,11063
756303284449767430,1179,4200
756288534030475264,18996,45480
756275833623502848,1653,6846
755955933503782912,3141,7809
755206590534418437,5843,17489
755110668769038337,12028,22573
754874841593970688,8707,0
754856583969079297,2746,7313
754747087846248448,568,2740
754482103782404096,2117,5648
754449512966619136,797,3977
754120377874386944,2539,8322
753655901052166144,2363,6216
753420520834629632,3870,8416
753398408988139520,2082,6152
753375668877008896,2526,8113
753298634498793472,6260,0
753294487569522689,1127,3614
753039830821511168,22733,39421
753026973505581056,1057,4135
752932432744185856,7403,13398
752917284578922496,1709,7318
752701944171524096,3135,0
752682090207055872,1743,6362
752660715232722944,1714,4685
752568224206688256,2479,5880
752519690950500352,3739,7838
752334515931054080,1192,4056
752309394570878976,18104,0
752173152931807232,2005,6318
751950017322246144,1011,3269
751937170840121344,1460,5538
751830394383790080,2123,6153
751793661361422336,3161,6218
751598357617971201,3298,8384
751583847268179968,1211,4682
751538714308972544,1378,5344
751456908746354688,1082,3393
751251247299190784,6364,13261
751205363882532864,1981,6695
751132876104687617,1413,5395
750868782890057730,1506,5073
750719632563142656,5468,14012
750506206503038976,1246,4709
750429297815552001,4665,13981
750383411068534784,1229,4821
750381685133418496,32,732
750147208377409536,1048,3281
750132105863102464,1376,3852
750117059602808832,1408,4594
750101899009982464,911,3228
750086836815486976,591,2304
750071704093859840,3617,8347
750056684286914561,971,3328
750041628174217216,672,3368
750026558547456000,856,2880
750011400160841729,985,3441
749996283729883136,875,3217
749981277374128128,2653,5423
749774190421639168,1417,4925
749417653287129088,1806,6465
749403093750648834,591,2789
749395845976588288,3753,9124
749317047558017024,2400,5813
749075273010798592,2237,6113
749064354620928000,1631,5074
749036806121881602,843,3283
748977405889503236,3676,11344
748932637671223296,2447,6193
748705597323898880,1025,2927
748699167502000129,1729,5015
748692773788876800,1439,4493
748575535303884801,2155,6426
748568946752774144,727,2307
748346686624440324,1340,5535
748337862848962560,4459,8148
748324050481647620,829,3920
748307329658011649,772,3878
748220828303695873,8409,14956
747963614829678593,2319,6119
747933425676525569,2759,7009
747885874273214464,1064,3123
747844099428986880,811,2968
747816857231626240,1254,5135
747651430853525504,170,1458
747648653817413632,6312,13638
747600769478692864,592,2452
747594051852075008,1135,3907
747512671126323200,1712,5872
747461612269887489,1115,4090
747439450712596480,2075,5735
747242308580548608,3107,0
747219827526344708,1708,5578
747204161125646336,993,3574
747103485104099331,4307,10124
746906459439529985,318,3052
746872823977771008,2316,6337
746818907684614144,1858,5601
746790600704425984,1712,5158
746757706116112384,4203,10106
746726898085036033,1930,6386
746542875601690625,2010,5322
746521445350707200,1058,0
746507379341139972,1166,4896
746369468511756288,1772,6518
746131877086527488,2372,7299
746056683365994496,878,3753
745789745784041472,1148,4259
745712589599014916,2501,7384
745433870967832576,2734,7498
745422732645535745,2617,9053
745314880350101504,2986,7571
745074613265149952,3800,8275
745057283344719872,2450,7640
744995568523612160,671,3143
744971049620602880,2899,8328
744709971296780288,1675,5908
744334592493166593,2302,7145
744234799360020481,84190,165020
744223424764059648,401,1788
743980027717509120,1169,4386
743895849529389061,1029,3842
743835915802583040,2250,0
743609206067040256,1483,4729
743595368194129920,7066,19498
743545585370791937,1005,3715
743510151680958465,3969,8335
743253157753532416,1307,4469
743222593470234624,2050,6545
743210557239623680,1464,4049
742534281772302336,3820,7429
742528092657332225,2143,4678
742465774154047488,4178,7661
742423170473463808,4080,10380
742385895052087300,2140,7168
742161199639494656,1473,4572
742150209887731712,1673,5418
741793263812808706,1623,4808
741743634094141440,2972,8626
741438259667034112,896,3872
741303864243200000,3479,9249
741099773336379392,5959,10594
741067306818797568,3318,9961
740995100998766593,2973,6741
740711788199743490,1002,3590
740699697422163968,842,2983
740676976021798912,7305,19130
740373189193256964,14288,36647
740365076218183684,470,2610
740359016048689152,917,3476
740214038584557568,2110,7051
739979191639244800,6358,21034
739932936087216128,1157,4273
739844404073074688,916,3993
739623569819336705,1456,4011
739606147276148736,1779,5676
739544079319588864,22987,41814
739485634323156992,3161,7580
739238157791694849,62356,122010
738891149612572673,6,113
738885046782832640,1223,3968
738883359779196928,871,3521
738537504001953792,1673,5367
738402415918125056,908,3436
738184450748633089,1298,4536
738166403467907072,3656,9275
738156290900254721,704,2674
737826014890496000,1890,5548
737800304142471168,3715,10513
737678689543020544,1431,5310
737445876994609152,4790,10847
737322739594330112,870,3802
737310737551491075,7948,15458
736736130620620800,1863,4548
736392552031657984,7952,18692
736365877722001409,1345,4198
736225175608430592,2970,8558
736010884653420544,3193,8320
735991953473572864,1231,3787
735648611367784448,1178,4223
735635087207878657,2524,6505
735274964362878976,5443,13675
735256018284875776,950,3512
735137028879360001,1038,3298
734912297295085568,552,2880
734787690684657664,6758,13206
734776360183431168,583,2641
