tweet_id,retweet_count,favorite_count
734559631394082816,423,1572
733828123016450049,831,3787
733822306246479872,1080,3860
733482008106668032,1017,3312
733460102733135873,1370,4428
733109485275860992,18018,51725
732732193018155009,575,2573
732726085725589504,949,3711
732585889486888962,823,3874
732375214819057664,2703,8511
732005617171337216,5846,15720
731285275100512256,1054,3665
731156023742988288,1359,4033
730924654643314689,2119,6441
730573383004487680,2308,5168
730427201120833536,1113,3645
730211855403241472,1132,4021
730196704625098752,2050,5137
729854734790754305,1204,4239
729838605770891264,410,1795
729823566028484608,1327,4190
729463711119904772,2467,6109
729113531270991872,350,1983
728986383096946689,879,3323
728760639972315136,1822,4910
728751179681943552,725,2920
728653952833728512,1112,3480
728409960103686147,2147,5163
728387165835677696,1023,3852
728046963732717569,1259,4527
728035342121635841,1786,4775
728015554473250816,1168,4306
727685679342333952,683,3088
727644517743104000,1868,6196
727524757080539137,1307,4694
727314416056803329,803,3488
727286334147182592,871,3200
727175381690781696,1469,4067
727155742655025152,1413,3819
726935089318363137,2622,7230
726887082820554753,1609,4026
726828223124897792,1078,3729
726224900189511680,1231,4635
725842289046749185,2833,7405
725786712245440512,1451,4369
725729321944506368,1901,5445
725458796924002305,665,1476
724983749226668032,1390,3889
724771698126512129,688,2487
724405726123311104,1760,5568
724049859469295616,1889,4536
724046343203856385,596,2797
724004602748780546,1683,4393
723912936180330496,1307,4084
723688335806480385,3190,8095
723673163800948736,952,3173
723179728551723008,2006,5561
722974582966214656,1681,4319
722613351520608256,1745,5202
721503162398597120,2000,4888
721001180231503872,656,2654
720785406564900865,825,3267
720775346191278080,724,2600
720415127506415616,1593,4329
720389942216527872,2687,6724
720340705894408192,1040,3010
720059472081784833,1205,4077
720043174954147842,2145,5137
719991154352222208,1863,5065
719704490224398336,1551,4791
719551379208073216,2060,5303
719367763014393856,788,2931
719339463458033665,1336,4636
719332531645071360,1020,3583
718971898235854848,1172,3662
718939241951195136,1879,5494
718631497683582976,8635,19817
718613305783398402,514,2563
718540630683709445,1079,2612
718460005985447936,564,2831
718454725339934721,1607,5101
718246886998687744,534,2029
718234618122661888,1071,4067
717841801130979328,633,2569
717790033953034240,1206,3032
717537687239008257,1970,6034
717428917016076293,486,1685
717421804990701568,901,3305
717047459982213120,2036,6571
717009362452090881,1041,3434
716802964044845056,1256,4484
716791146589110272,1531,6263
716730379797970944,455,1291
716447146686459905,6295,13749
716439118184652801,229,2480
716285507865542656,1160,2914
716080869887381504,1859,5129
715928423106027520,933,3347
715758151270801409,1516,3922
715733265223708672,1805,4903
715704790270025728,605,2936
715696743237730304,1377,4099
715680795826982913,1731,4542
715360349751484417,1682,5741
715342466308784130,729,3175
715220193576927233,698,2532
715200624753819648,2015,5376
715009755312439296,1323,4372
714982300363173890,1108,3941
714962719905021952,4561,7714
714957620017307648,1515,4345
714631576617938945,1071,3431
714606013974974464,990,3804
714485234495041536,1238,2844
714258258790387713,764,3158
714251586676113411,900,3433
714214115368108032,939,2381
714141408463036416,1499,4521
713919462244790272,829,3439
713909862279876608,580,2011
713900603437621249,794,2973
713761197720473600,1475,5123
713411074226274305,1381,4630
713177543487135744,3022,7558
713175907180089344,1558,4687
712809025985978368,7198,19532
712717840512598017,5351,12973
712668654853337088,1300,4366
712438159032893441,1673,5590
712309440758808576,25,257
712097430750289920,1106,3991
712092745624633345,961,3090
712085617388212225,518,3408
712065007010385924,667,2380
711998809858043904,134,0
711968124745228288,2467,8465
711743778164514816,1054,2989
711732680602345472,4402,9343
711694788429553666,19539,34462
711652651650457602,980,4059
711363825979756544,1210,3842
711306686208872448,782,3478
711008018775851008,663,3147
710997087345876993,1491,4782
710844581445812225,738,2675
710833117892898816,576,2823
710658690886586372,605,2425
710609963652087808,2512,5038
710588934686908417,2004,4785
710296729921429505,787,2487
710283270106132480,551,2242
710272297844797440,1347,4751
710269109699739648,1207,2523
710153181850935296,959,3052
710140971284037632,958,2906
710117014656950272,2125,5776
709918798883774466,1141,3134
709901256215666688,105,709
709852847387627521,1277,3681
709566166965075968,1291,3723
709556954897764353,1138,3452
709519240576036864,256,1563
709449600415961088,630,2339
709409458133323776,740,2749
709225125749587968,610,2524
709207347839836162,6250,13248
709198395643068416,685,2538
709179584944730112,722,2119
709158332880297985,450,2145
709042156699303936,1757,4997
708853462201716736,703,1889
708845821941387268,957,3127
708834316713893888,540,1782
708810915978854401,7445,17334
708738143638450176,873,2882
708711088997666817,779,2683
708479650088034305,722,2679
708469915515297792,879,3245
708400866336894977,10837,16827
708356463048204288,1433,3802
708349470027751425,790,2471
708149363256774660,1649,4492
708130923141795840,892,3557
708119489313951744,1048,2822
708109389455101952,579,2028
708026248782585858,2048,4593
707995814724026368,1204,3285
707983188426153984,2,51
707969809498152960,1038,2835
707776935007539200,1013,3449
707741517457260545,653,2624
707738799544082433,2644,4301
707693576495472641,1074,3618
707629649552134146,941,2716
707610948723478529,6867,17842
707420581654872064,740,2395
707411934438625280,642,2400
707387676719185920,1395,3687
707377100785885184,1156,3453
707315916783140866,686,2601
707297311098011648,852,2906
707059547140169728,727,2709
707038192327901184,852,2312
707021089608753152,1467,4279
707014260413456384,642,2427
706904523814649856,8397,15342
706901761596989440,642,2180
706681918348251136,1037,3496
706644897839910912,1173,2715
706593038911545345,670,2275
706538006853918722,1513,3641
706516534877929472,1110,3260
706346369204748288,987,3625
706310011488698368,8556,22551
706291001778950144,500,1791
706265994973601792,983,2872
706169069255446529,2383,4104
706166467411222528,1724,5425
706153300320784384,414,1572
705975130514706432,789,3263
705970349788291072,955,3302
705898680587526145,598,2501
705786532653883392,564,2054
705591895322394625,1233,3339
705475953783398401,991,3114
705442520700944385,1761,4688
705428427625635840,1814,4028
705239209544720384,808,3158
705223444686888960,865,2719
705102439679201280,548,2266
705066031337840642,648,2290
704871453724954624,1193,4492
704859558691414016,585,2375
704847917308362754,1642,5385
704819833553219584,1072,2774
704761120771465216,3107,6990
704499785726889984,1073,3098
704491224099647488,89,809
704480331685040129,1134,3581
704364645503647744,3813,8458
704347321748819968,376,1675
704134088924532736,501,1592
704113298707505153,605,1960
704054845121142784,983,3072
703774238772166656,500,1945
703769065844768768,1217,3471
703631701117943808,742,2734
703611486317502464,1626,4062
703425003149250560,1481,4003
703407252292673536,747,2588
703382836347330562,1222,3692
703356393781329922,416,2020
703268521220972544,586,2073
703079050210877440,3323,7782
703041949650034688,13451,27806
702932127499816960,774,2734
702899151802126337,483,1698
702684942141153280,1159,3391
702671118226825216,602,2310
702598099714314240,3507,10903
702539513671897089,1026,3029
702332542343577600,1667,3365
702321140488925184,1105,3458
702276748847800320,818,2610
702217446468493312,1437,5071
701981390485725185,1063,3627
701952816642965504,1096,4014
701889187134500865,1473,3754
701805642395348998,1822,3619
701601587219795968,490,2198
701570477911896070,1003,2971
701545186879471618,659,2805
701214700881756160,5486,12878
700890391244103680,617,2338
700864154249383937,658,2734
700847567345688576,537,2561
700796979434098688,1032,2570
700747788515020802,10047,24070
700518061187723268,857,2785
700505138482569216,613,2402
700462010979500032,1932,4368
700167517596164096,800,2797
700151421916807169,709,2362
700143752053182464,2952,7943
700062718104104960,745,2791
700029284593901568,627,2183
700002074055016451,1445,3490
699801817392291840,1030,3222
699788877217865730,531,2367
699779630832685056,1331,2925
699775878809702401,651,2067
699691744225525762,4926,10813
699446877801091073,2804,6256
699434518667751424,545,2286
699423671849451520,354,1446
699413908797464576,664,2180
699370870310113280,472,1985
699323444782047232,925,3327
699088579889332224,675,2356
699079609774645248,705,2583
699072405256409088,1271,3166
699060279947165696,1937,3989
699036661657767936,1282,2752
698989035503689728,1059,3564
698953797952008193,970,2854
698907974262222848,666,2678
698710712454139905,732,2605
698703483621523456,406,1530
698635131305795584,365,1354
698549713696649216,662,2447
698355670425473025,485,1974
698342080612007937,1015,2385
698262614669991936,2154,5009
698195409219559425,6396,17674
698178924120031232,791,2952
697995514407682048,359,1612
697990423684476929,1387,3469
697943111201378304,741,2538
697881462549430272,1274,3181
697630435728322560,576,1846
697616773278015490,1084,3338
697596423848730625,1352,3204
697575480820686848,540,2151
697516214579523584,1216,2188
697482927769255936,722,2554
697463031882764288,1476,3599
697270446429966336,1993,4927
697259378236399616,1068,3465
697255105972801536,1243,3180
697242256848379904,714,2653
696900204696625153,1100,3366
696894894812565505,727,2471
696886256886657024,1924,5099
696877980375769088,761,2574
696754882863349760,383,1553
696744641916489729,1009,2178
696713835009417216,692,2504
696518437233913856,1817,4099
696490539101908992,156,1289
696488710901260288,1108,2682
696405997980676096,1218,3392
696100768806522880,713,2044
695816827381944320,1249,3166
695794761660297217,842,3363
695767669421768709,799,1976
695629776980148225,2249,4816
695446424020918272,1942,4600
695409464418041856,3826,9098
695314793360662529,1581,3843
695095422348574720,659,2790
695074328191332352,1185,3000
695064344191721472,643,1695
695051054296211456,844,2814
694925794720792577,980,2836
694905863685980160,1003,2906
694669722378485760,15515,37671
694356675654983680,312,1589
694352839993344000,667,2148
694342028726001664,524,1661
694329668942569472,537,2116
694206574471057408,2174,4414
694183373896572928,997,3100
694001791655137281,1110,3579
693993230313091072,434,1971
693942351086120961,397,1824
693647888581312512,637,2846
693644216740769793,137,1419
693642232151285760,447,2676
693629975228977152,856,2585
693622659251335168,398,1628
693590843962331137,2117,5341
693582294167244802,273,1732
693486665285931008,675,1876
693280720173801472,1330,3546
693267061318012928,879,2522
693262851218264065,538,2354
693231807727280129,787,3023
693155686491000832,3434,8323
693109034023534592,659,1811
693095443459342336,498,1980
692919143163629568,800,2822
692905862751522816,943,2570
692901601640583168,652,1884
692894228850999298,867,2408
692828166163931137,945,3035
692752401762250755,3895,7199
692568918515392513,1653,4585
692535307825213440,1455,3373
692530551048294401,450,1944
692423280028966913,245,1559
692417313023332352,3723,9850
692187005137076224,877,2662
692158366030913536,851,2274
692142790915014657,423,1731
692041934689402880,1367,3589
692017291282812928,1021,3021
691820333922455552,1775,4167
691793053716221953,4504,8546
691756958957883396,1100,3050
691675652215414786,546,2053
691483041324204033,607,2506
691459709405118465,1238,4284
691444869282295808,911,2793
691416866452082688,8204,20397
691321916024623104,709,2715
691096613310316544,957,3126
691090071332753408,359,1802
690989312272396288,3084,6239
690959652130045952,1350,3781
690938899477221376,2144,4364
690932576555528194,1099,3469
690735892932222976,1376,3996
690728923253055490,555,2291
690690673629138944,856,2453
690649993829576704,302,1382
690607260360429569,17,306
690597161306841088,647,2077
690400367696297985,489,1976
690374419777196032,926,3439
690360449368465409,955,2793
690348396616552449,551,1588
690248561355657216,440,1774
690021994562220032,1111,2953
690015576308211712,793,2653
690005060500217858,1810,3866
689999384604450816,400,1507
689993469801164801,490,1550
689977555533848577,481,1443
689905486972461056,745,2570
689877686181715968,1271,3188
689835978131935233,811,2287
689661964914655233,1000,3378
689659372465688576,4173,10943
689623661272240129,693,2356
689599056876867584,5938,12265
689557536375177216,495,2161
689517482558820352,1534,3582
689289219123089408,1002,2379
689283819090870273,1192,3474
689280876073582592,772,2109
689275259254616065,264,1220
689255633275777024,1162,2702
689154315265683456,1077,3230
689143371370250240,552,2135
688916208532455424,935,2883
688908934925697024,829,2232
688898160958271489,847,2220
688894073864884227,744,2358
688828561667567616,398,1459
688804835492233216,209,1013
688789766343622656,716,2342
688547210804498433,758,2751
688519176466644993,788,2443
688385280030670848,4790,9805
688211956440801280,898,2345
688179443353796608,631,2234
688116655151435777,843,2981
688064179421470721,386,1821
687841446767013888,2713,5773
687826841265172480,1212,2884
687818504314159109,1018,2642
687807801670897665,755,2525
687732144991551489,702,1862
687704180304273409,900,2577
687664829264453632,551,2048
687494652870668288,617,2022
687480748861947905,263,1689
687476254459715584,572,2082
687460506001633280,586,2163
687399393394311168,677,1999
687317306314240000,9835,21214
687312378585812992,2040,4596
687127927494963200,2462,5766
687124485711986689,543,2287
687109925361856513,2648,6130
687102708889812993,1065,2476
687096057537363968,652,2364
686947101016735744,3419,9080
686760001961103360,1480,3712
686749460672679938,1568,3663
686730991906516992,1287,4386
686683045143953408,861,2967
686618349602762752,1461,3885
686606069955735556,583,2002
686394059078897668,730,1845
686386521809772549,946,3436
686377065986265092,601,2345
686358356425093120,734,2322
686286779679375361,1792,4227
686050296934563840,785,2328
686035780142297088,130,1219
686034024800862208,1254,3297
686007916130873345,450,2614
686003207160610816,680,1925
685973236358713344,565,2228
685943807276412928,648,1720
685906723014619143,3133,7946
685681090388975616,137,2143
685667379192414208,619,2473
685663452032069632,1573,3434
685641971164143616,837,3097
685547936038666240,16867,34789
685532292383666176,1236,3212
685325112850124800,4297,10003
685321586178670592,689,2796
685315239903100929,1161,3536
685307451701334016,475,2181
685268753634967552,1298,3274
685198997565345792,716,2466
685169283572338688,1531,4328
684969860808454144,411,2493
684959798585110529,3376,7203
684940049151070208,1124,3396
684926975086034944,504,3694
684914660081053696,1567,3695
684902183876321280,569,1986
684880619965411328,882,2215
684830982659280897,23249,37003
684800227459624960,1074,2860
684594889858887680,3804,9425
684588130326986752,1511,4347
684567543613382656,1327,3176
684538444857667585,1029,2801
684481074559381504,1256,4084
684460069371654144,596,2088
684241637099323392,3558,8610
684225744407494656,229,1307
684222868335505415,1484,4058
684200372118904832,1112,2286
684195085588783105,560,2025
684188786104872960,1260,3673
684177701129875456,725,2127
684147889187209216,1611,3144
684122891630342144,512,2103
684097758874210310,1548,4341
683857920510050305,1202,4019
683852578183077888,378,2033
683849932751646720,1057,2773
683834909291606017,1194,2768
683828599284170753,1139,2950
683773439333797890,1460,3533
683742671509258241,3577,6870
683515932363329536,3135,7773
683498322573824003,1034,3348
683481228088049664,1069,2779
683462770029932544,720,2567
683449695444799489,1731,4115
683391852557561860,2574,8037
683357973142474752,1011,3091
683142553609318400,1118,3041
683111407806746624,983,3588
683098815881154561,709,2286
683078886620553216,603,2091
683030066213818368,789,2275
682962037429899265,17972,39022
682808988178739200,193,1867
682788441537560576,1202,2610
682750546109968385,469,1607
682697186228989953,387,1387
682662431982772225,1164,3210
682638830361513985,647,2168
682429480204398592,1251,3622
682406705142087680,1902,8009
682393905736888321,737,2363
682389078323662849,503,1762
682303737705140231,1073,3254
682259524040966145,1309,4399
682242692827447297,1275,3433
682088079302213632,10658,19309
682059653698686977,1825,5242
682047327939461121,1039,3391
682032003584274432,2164,6947
682003177596559360,1646,3320
681981167097122816,1109,2932
681891461017812993,890,2602
681694085539872773,4356,13467
681679526984871937,482,1854
681654059175129088,998,2788
681610798867845120,511,2012
681579835668455424,1406,3735
681523177663676416,6260,15097
681340665377193984,300,1731
681339448655802368,4373,9781
681320187870711809,815,2797
681302363064414209,1973,4160
681297372102656000,1029,3368
681281657291280384,1184,3389
681261549936340994,296,1533
681242418453299201,583,1580
681231109724700672,520,2524
681193455364796417,1608,3914
680970795137544192,717,2562
680959110691590145,2146,4799
680940246314430465,1138,3397
680934982542561280,474,2189
680913438424612864,666,2521
680889648562991104,394,1860
680836378243002368,1429,3646
680805554198020098,713,2280
680801747103793152,893,2495
680798457301471234,1122,3016
680609293079592961,769,2780
680583894916304897,1447,3820
680497766108381184,2058,4463
680494726643068929,519,1800
680473011644985345,803,2681
680440374763077632,544,1531
680221482581123072,309,1530
680206703334408192,1262,2985
680191257256136705,542,2260
680176173301628928,1689,4110
680161097740095489,789,2439
680145970311643136,1872,3806
680130881361686529,1021,2413
680115823365742593,974,2858
680100725817409536,1470,3759
680085611152338944,9575,13470
680070545539371008,940,2709
680055455951884288,7645,17582
679877062409191424,691,2070
679872969355714560,713,2292
679862121895714818,670,2585
679854723806179328,1326,3017
679844490799091713,825,2496
679828447187857408,15092,38151
679777920601223168,1200,3246
679736210798047232,857,2199
679729593985699840,883,2277
679722016581222400,504,1740
679530280114372609,2229,5007
679527802031484928,776,2783
679511351870550016,1370,3548
679503373272485890,1592,3314
679475951516934144,686,2204
679462823135686656,20241,33383
679405845277462528,1289,2496
679158373988876288,8707,22579
679148763231985668,1105,2911
679132435750195208,1240,3113
679111216690831360,2737,6247
679062614270468097,8806,17930
679047485189439488,732,2363
679001094530465792,1322,2963
678991772295516161,1259,2438
678969228704284672,497,1721
678800283649069056,964,2699
678798276842360832,1273,3653
678774928607469569,990,2934
678767140346941444,1466,3706
678764513869611008,510,1713
678755239630127104,3541,7493
678740035362037760,1824,3939
678708137298427904,2605,5833
678675843183484930,1586,3012
678643457146150913,457,2148
678446151570427904,1680,4190
678424312106393600,2720,5670
678410210315247616,1954,4439
678399652199309312,33966,82486
678396796259975168,449,1664
678389028614488064,451,1956
678380236862578688,969,2555
678341075375947776,574,1809
678334497360859136,280,1362
678278586130948096,6496,12008
678255464182861824,398,1657
678023323247357953,412,2015
678021115718029313,6804,14402
677961670166224897,1799,3576
677918531514703872,436,1411
677895101218201600,2252,5051
677716515794329600,1033,3181
677700003327029250,1539,3553
677698403548192770,339,1282
677687604918272002,899,2589
677673981332312066,1602,3495
677662372920729601,1042,2036
677644091929329666,848,1960
677573743309385728,772,2238
677565715327688705,484,1352
677557565589463040,1242,2545
677547928504967168,3877,7232
677530072887205888,242,1121
677335745548390400,1912,3181
677334615166730240,314,1419
677331501395156992,253,1140
677328882937298944,1593,3793
677314812125323265,571,1719
677301033169788928,436,1299
677269281705472000,751,2084
677228873407442944,1742,3699
677187300187611136,985,2852
676975532580409345,1139,2895
676957860086095872,859,2307
676949632774234114,422,1359
676948236477857792,927,2270
676946864479084545,403,1779
676942428000112642,808,2162
676936541936185344,5225,13240
676916996760600576,1915,3090
676897532954456065,768,2353
676864501615042560,757,2199
676821958043033607,16612,24041
676819651066732545,705,1877
676811746707918848,450,1475
676776431406465024,2134,5204
676617503762681856,1047,3021
676613908052996102,207,1140
676606785097199616,466,1964
676603393314578432,413,1222
676593408224403456,2291,4764
676590572941893632,134,953
676588346097852417,847,2437
676582956622721024,298,1258
676575501977128964,1192,2701
676533798876651520,594,1958
676496375194980353,567,1582
676470639084101634,4955,12088
676440007570247681,706,1792
676430933382295552,364,1457
676263575653122048,581,2163
676237365392908289,312,1274
676219687039057920,32881,77867
676215927814406144,622,1809
676191832485810177,1089,2370
676146341966438401,708,1995
676121918416756736,1230,2227
676101918813499392,1227,2923
676098748976615425,1527,3128
676089483918516224,454,1372
675898130735476737,605,1701
675891555769696257,925,2219
675888385639251968,1018,2469
675878199931371520,1479,4341
675870721063669760,604,1706
675853064436391936,1373,2783
675849018447167488,161,978
675845657354215424,943,2372
675822767435051008,566,1583
675820929667219457,244,1091
675798442703122432,3580,10631
675781562965868544,502,1683
675740360753160193,366,1211
675710890956750848,874,1959
675707330206547968,735,2061
675706639471788032,103,670
675534494439489536,440,1880
675531475945709568,408,1224
675522403582218240,302,1079
675517828909424640,483,1355
675501075957489664,6136,17734
675497103322386432,1369,3253
675489971617296384,629,1349
675483430902214656,1025,1914
675432746517426176,597,1580
675372240448454658,533,1758
675362609739206656,241,1080
675354435921575936,18104,33930
675349384339542016,2379,4054
675334060156301312,1362,2875
675166823650848770,1706,3737
675153376133427200,2744,6498
675149409102012420,1773,3866
675147105808306176,253,977
675146535592706048,328,1235
675145476954566656,951,2210
675135153782571009,519,1341
675113801096802304,822,2016
675111688094527488,266,996
675109292475830276,1192,2886
675047298674663426,343,1098
675015141583413248,1263,2805
675006312288268288,237,1011
675003128568291329,499,1599
674999807681908736,1156,2322
674805413498527744,370,886
674800520222154752,903,3101
674793399141146624,1147,2584
674790488185167872,266,1141
674788554665512960,219,837
674781762103414784,1268,2068
674774481756377088,499,1167
674767892831932416,836,1887
674764817387900928,249,809
674754018082705410,469,1403
674752233200820224,487,1505
674743008475090944,582,1446
674742531037511680,54,503
674739953134403584,416,1146
674737130913071104,96,665
674690135443775488,489,1184
674670581682434048,688,1663
674664755118911488,266,950
674646392044941312,526,1485
674644256330530816,283,1063
674638615994089473,608,1733
674632714662858753,604,1546
674606911342424069,103,964
674468880899788800,2160,6413
674447403907457024,373,1091
674436901579923456,414,1146
674422304705744896,558,1473
674416750885273600,147,704
674410619106390016,485,1231
674394782723014656,600,1543
674372068062928900,324,870
674330906434379776,76,575
674318007229923329,537,1454
674307341513269249,7271,11652
674291837063053312,6169,15174
674271431610523648,763,1612
674269164442398721,238,922
674265582246694913,887,1682
674262580978937856,478,1340
674255168825880576,584,1511
674082852460433408,179,775
674075285688614912,301,1005
674063288070742018,2328,6540
674053186244734976,1362,3418
674051556661161984,504,1485
674045139690631169,668,1462
674042553264685056,134,741
674038233588723717,429,1127
674036086168010753,226,867
674024893172875264,1286,1831
674019345211760640,312,1168
674014384960745472,675,1606
674008982932058114,368,1233
673956914389192708,1006,2001
673919437611909120,383,1199
673906403526995968,1689,3276
673887867907739649,262,956
673716320723169284,794,3147
673715861853720576,2181,3631
673711475735838725,309,1064
673709992831262724,284,872
673708611235921920,300,1103
673707060090052608,405,1127
673705679337693185,413,1289
673700254269775872,595,1477
673697980713705472,2044,3907
673689733134946305,677,1781
673688752737402881,518,1296
673686845050527744,455,1483
673680198160809984,485,1408
673662677122719744,375,1280
673656262056419329,253,735
673636718965334016,379,1142
673612854080196609,750,1624
673583129559498752,383,1222
673580926094458881,276,852
673576835670777856,584,1420
673363615379013632,319,1046
673359818736984064,697,1485
673355879178194945,606,1527
673352124999274496,560,1687
673350198937153538,222,758
673345638550134785,1330,2588
673343217010679808,280,997
673342308415348736,611,1302
673320132811366400,8275,13795
673317986296586240,271,887
673295268553605120,3291,7698
673270968295534593,384,1090
673240798075449344,760,1452
673213039743795200,881,2305
673148804208660480,655,1734
672997845381865473,749,2009
672995267319328768,309,977
672988786805112832,303,1002
672984142909456390,563,1278
672980819271634944,1037,1850
672975131468300288,950,1723
672970152493887488,369,972
672968025906282496,568,1340
672964561327235073,663,1456
672902681409806336,525,1392
672898206762672129,436,912
672884426393653248,856,1587
672877615439593473,381,1054
672834301050937345,590,1344
672828477930868736,508,1277
672640509974827008,334,994
672622327801233409,514,1322
672614745925664768,606,1247
672609152938721280,401,1141
672604026190569472,418,1139
672594978741354496,625,1356
672591762242805761,345,972
672591271085670400,193,746
672538107540070400,382,1051
672523490734551040,178,657
672488522314567680,452,1139
672482722825261057,628,1161
672481316919734272,128,730
672475084225949696,725,1465
672466075045466113,559,1384
672272411274932228,3510,6598
672267570918129665,635,1534
672264251789176834,352,1173
672256522047614977,1610,2874
672254177670729728,765,1464
672248013293752320,631,1762
672245253877968896,162,701
672239279297454080,330,915
672231046314901505,1048,1879
672222792075620352,218,804
672205392827572224,1196,2313
672169685991993344,382,1044
672160042234327040,371,884
672139350159835138,742,1786
672125275208069120,1183,2460
672095186491711488,379,1019
672082170312290304,377,960
672068090318987265,532,1324
671896809300709376,4302,8637
671891728106971137,585,1359
671882082306625538,1420,3545
671879137494245376,712,1450
671874878652489728,577,1275
671866342182637568,517,1150
671855973984772097,468,927
671789708968640512,3607,7211
671768281401958400,543,1220
671763349865160704,956,1715
671744970634719232,797,1376
671743150407421952,238,757
671735591348891648,781,1477
671729906628341761,4510,8686
671561002136281088,7472,13114
671550332464455680,214,936
671547767500775424,614,1379
671544874165002241,1084,2029
671542985629241344,587,1111
671538301157904385,411,942
671536543010570240,422,1203
671533943490011136,599,1041
671528761649688577,265,856
671520732782923777,542,1424
671518598289059840,302,971
671511350426865664,749,1644
671504605491109889,3657,7192
671497587707535361,461,937
671488513339211776,486,1033
671486386088865792,212,595
671485057807351808,239,779
671390180817915904,759,1448
671362598324076544,301,1135
671357843010908160,151,408
671355857343524864,117,489
671347597085433856,442,984
671186162933985280,219,753
671182547775299584,356,1151
671166507850801152,365,891
671163268581498880,1143,1694
671159727754231808,84,384
671154572044468225,226,739
671151324042559489,159,689
671147085991960577,235,689
671141549288370177,675,1194
671138694582165504,418,952
671134062904504320,199,768
671122204919246848,2607,3573
671115716440031232,799,1388
671109016219725825,455,1171
670995969505435648,301,1128
670842764863651840,9038,25085
670840546554966016,201,608
670838202509447168,721,1139
670833812859932673,128,462
670832455012716544,226,750
670826280409919488,4199,5673
670823764196741120,198,795
670822709593571328,99,627
670815497391357952,1594,3244
670811965569282048,277,1157
670807719151067136,504,1177
670804601705242624,987,2011
670803562457407488,89,348
670797304698376195,244,750
670792680469889025,287,852
670789397210615808,248,677
670786190031921152,207,612
670783437142401025,408,833
670782429121134593,799,1604
670780561024270336,297,798
670778058496974848,74,336
670764103623966721,437,1097
670755717859713024,116,453
670733412878163972,528,987
670727704916926465,373,846
670717338665226240,512,1239
670704688707301377,383,780
670691627984359425,252,601
670679630144274432,295,765
670676092097810432,45,258
670668383499735048,5220,10966
670474236058800128,789,1567
670468609693655041,87,358
670465786746662913,573,989
670452855871037440,215,560
670449342516494336,695,1219
670444955656130560,2047,6859
670442337873600512,204,658
670435821946826752,536,1074
670434127938719744,668,1437
670433248821026816,117,334
670428280563085312,654,1412
670427002554466305,170,529
670421925039075328,659,1338
670420569653809152,327,639
670417414769758208,332,581
670411370698022913,933,2075
670408998013820928,233,569
670403879788544000,163,443
670385711116361728,220,576
670374371102445568,277,759
670361874861563904,69,337
670338931251150849,114,436
670319130621435904,1270,3940
670303360680108032,139,435
670290420111441920,298,722
670093938074779648,349,1052
670086499208155136,262,713
670079681849372674,1286,2269
670073503555706880,817,1604
670069087419133954,252,647
670061506722140161,353,785
670055038660800512,342,684
670046952931721218,181,660
670040295598354432,115,768
670037189829525505,288,600
670003130994700288,96,341
669993076832759809,87,332
669972011175813120,168,455
669970042633789440,63,307
669942763794931712,173,521
669926384437997569,108,385
669923323644657664,59,242
669753178989142016,417,832
669749430875258880,67,278
669684865554620416,91,533
669683899023405056,114,397
669682095984410625,137,361
669680153564442624,299,682
669661792646373376,455,821
669625907762618368,1870,3609
669603084620980224,377,963
669597912108789760,156,522
669583744538451968,960,1520
669573570759163904,147,446
669571471778410496,1050,1616
669567591774625800,59,240
669564461267722241,128,395
669393256313184256,79,375
669375718304980992,754,1367
669371483794317312,187,507
669367896104181761,164,473
669363888236994561,237,640
669359674819481600,127,376
669354382627049472,1309,2772
669353438988365824,266,659
669351434509529089,194,449
669328503091937280,431,1032
669327207240699904,120,586
669324657376567296,214,505
669216679721873412,414,1210
669214165781868544,177,449
669203728096960512,495,1025
669037058363662336,323,676
669015743032369152,384,755
669006782128353280,260,590
669000397445533696,6583,21311
668994913074286592,241,452
668992363537309700,358,759
668989615043424256,338,695
668988183816871936,488,918
668986018524233728,173,565
668981893510119424,317,551
668979806671884288,357,811
668975677807423489,602,1330
668967877119254528,25,149
668960084974809088,246,723
668955713004314625,74,285
668932921458302977,59,272
668902994700836864,104,325
668892474547511297,155,407
668872652652679168,308,542
668852170888998912,171,462
668826086256599040,142,445
668815180734689280,280,583
668779399630725120,382,716
668655139528511488,225,542
668645506898350081,557,916
668643542311546881,546,900
668641109086707712,556,1095
668636665813057536,503,1065
668633411083464705,1705,2882
668631377374486528,326,736
668627278264475648,118,326
668625577880875008,138,397
668623201287675904,803,1473
668620235289837568,44,207
668614819948453888,322,622
668587383441514497,1112,1700
668567822092664832,57,251
668544745690562560,236,533
668542336805281792,223,473
668537837512433665,78,257
668528771708952576,232,473
668507509523615744,111,333
668496999348633600,135,421
668484198282485761,242,435
668480044826800133,153,472
668466899341221888,529,901
668297328638447616,307,632
668291999406125056,32,250
668286279830867968,142,517
668274247790391296,236,842
668268907921326080,243,562
668256321989451776,636,1334
668248472370458624,502,1014
668237644992782336,2933,6337
668226093875376128,106,304
668221241640230912,203,518
668204964695683073,200,563
668190681446379520,200,665
668171859951755264,201,504
668154635664932864,325,507
668142349051129856,295,576
668113020489474048,252,678
667937095915278337,816,1292
667924896115245057,114,307
667915453470232577,58,214
667911425562669056,311,498
667902449697558528,385,862
667886921285246976,1119,1919
667885044254572545,502,834
667878741721415682,122,399
667873844930215936,417,640
667866724293877760,1058,3053
667861340749471744,79,244
667832474953625600,63,292
667806454573760512,512,1070
667801013445750784,97,335
